	accuracy	precision	recall	f1
0	0.3125	0.3125	1.0	0.47619048
1	0.25	0.25	1.0	0.4
2	0.3125	0.3125	1.0	0.47619048
3	0.3046875	0.3046875	1.0	0.46706587
4	0.3359375	0.3359375	1.0	0.50292397
5	0.34375	0.34375	1.0	0.5116279
6	0.328125	0.328125	1.0	0.49411765
7	0.359375	0.359375	1.0	0.52873564
8	0.34375	0.34375	1.0	0.5116279
9	0.3125	0.3125	1.0	0.47619048
10	0.3359375	0.3359375	1.0	0.50292397
11	0.28125	0.28125	1.0	0.4390244
12	0.328125	0.328125	1.0	0.49411765
13	0.3125	0.3125	1.0	0.47619048
14	0.296875	0.296875	1.0	0.45783132
15	0.3359375	0.3359375	1.0	0.50292397
16	0.2890625	0.2890625	1.0	0.44848484
17	0.3046875	0.3046875	1.0	0.46706587
18	0.3359375	0.3359375	1.0	0.50292397
19	0.3671875	0.3671875	1.0	0.5371429
20	0.296875	0.296875	1.0	0.45783132
21	0.4375	0.4375	1.0	0.6086956
22	0.34375	0.34375	1.0	0.5116279
23	0.3359375	0.3359375	1.0	0.50292397
24	0.3203125	0.3203125	1.0	0.4852071
25	0.3203125	0.3203125	1.0	0.4852071
26	0.3125	0.3125	1.0	0.47619048
27	0.34375	0.34375	1.0	0.5116279
28	0.328125	0.328125	1.0	0.49411765
29	0.3203125	0.3203125	1.0	0.4852071
30	0.3359375	0.3359375	1.0	0.50292397
31	0.2421875	0.2421875	1.0	0.3899371
32	0.3828125	0.3828125	1.0	0.5536723
33	0.3125	0.3125	1.0	0.47619048
34	0.2265625	0.2265625	1.0	0.36942676
35	0.3359375	0.3359375	1.0	0.50292397
36	0.40625	0.40625	1.0	0.5777778
37	0.2734375	0.2734375	1.0	0.42944786
38	0.3125	0.3125	1.0	0.47619048
39	0.390625	0.390625	1.0	0.56179774
40	0.3046875	0.3046875	1.0	0.46706587
41	0.328125	0.328125	1.0	0.49411765
42	0.296875	0.296875	1.0	0.45783132
43	0.3125	0.3125	1.0	0.47619048
44	0.234375	0.234375	1.0	0.37974682
45	0.328125	0.328125	1.0	0.49411765
46	0.2578125	0.2578125	1.0	0.4099379
47	0.3203125	0.3203125	1.0	0.4852071
48	0.25	0.25	1.0	0.4
49	0.265625	0.265625	1.0	0.41975307
