	accuracy	precision	recall	f1
0	0.2890625	0.28346458	1.0	0.44171783
1	0.2734375	0.2734375	1.0	0.42944786
2	0.3203125	0.32283464	0.97619045	0.48520708
3	0.3125	0.31496063	0.9756098	0.47619048
4	0.3203125	0.31746033	0.9756098	0.47904193
5	0.3671875	0.37007874	0.9791667	0.5371428
6	0.296875	0.296875	1.0	0.45783132
7	0.2890625	0.2913386	0.9736842	0.4484849
8	0.296875	0.296875	1.0	0.45783132
9	0.328125	0.32283464	1.0	0.48809525
10	0.2421875	0.23622048	1.0	0.3821656
11	0.390625	0.390625	1.0	0.56179774
12	0.328125	0.31746033	1.0	0.48192772
13	0.359375	0.35433072	1.0	0.5232558
14	0.3125	0.3125	1.0	0.47619048
15	0.296875	0.296875	1.0	0.45783132
16	0.328125	0.32283464	1.0	0.48809525
17	0.359375	0.359375	1.0	0.52873564
18	0.34375	0.33858266	1.0	0.5058823
19	0.40625	0.40625	1.0	0.5777778
20	0.2421875	0.23622048	1.0	0.3821656
21	0.2890625	0.2890625	1.0	0.44848484
22	0.328125	0.328125	1.0	0.49411765
23	0.3046875	0.3046875	1.0	0.46706587
24	0.3125	0.30708662	1.0	0.46987954
25	0.3359375	0.3359375	1.0	0.50292397
26	0.2734375	0.272	0.9444444	0.42236024
27	0.28125	0.264	1.0	0.41772154
28	0.3515625	0.35433072	0.9782609	0.52023125
29	0.3671875	0.3671875	1.0	0.5371429
30	0.328125	0.32283464	1.0	0.48809525
31	0.3515625	0.3464567	1.0	0.5146199
32	0.2734375	0.27559054	0.9722222	0.42944783
33	0.34375	0.33858266	1.0	0.5058823
34	0.3125	0.3125	1.0	0.47619048
35	0.34375	0.34126985	0.97727275	0.5058824
36	0.28125	0.28125	1.0	0.4390244
37	0.2734375	0.26771653	1.0	0.42236024
38	0.3515625	0.3515625	1.0	0.5202312
39	0.3046875	0.3046875	1.0	0.46706587
40	0.3828125	0.38582677	0.98	0.55367225
41	0.28125	0.28346458	0.972973	0.43902442
42	0.3828125	0.3828125	1.0	0.5536723
43	0.34375	0.34375	1.0	0.5116279
44	0.2890625	0.2857143	0.972973	0.44171783
45	0.3203125	0.32283464	0.97619045	0.48520708
46	0.3125	0.30708662	1.0	0.46987954
47	0.3046875	0.2936508	1.0	0.45398772
48	0.2890625	0.2777778	1.0	0.43478262
49	0.3125	0.3125	1.0	0.47619048
