	accuracy	precision	recall	f1
0	0.65625	1.0	0.04347826	0.083333336
1	0.65625	1.0	0.04347826	0.083333336
2	0.6953125	1.0	0.025	0.04878049
3	0.6015625	inf	0.0	inf
4	0.6328125	inf	0.0	inf
5	0.6875	1.0	0.04761905	0.090909086
6	0.7421875	1.0	0.057142857	0.10810811
7	0.75	1.0	0.030303031	0.058823533
8	0.703125	1.0	0.025641026	0.049999997
9	0.609375	inf	0.0	inf
10	0.6953125	1.0	0.025	0.04878049
11	0.7109375	0.0	0.0	nan
12	0.71875	1.0	0.027027028	0.05263158
13	0.71875	1.0	0.1	0.18181819
14	0.671875	1.0	0.023255814	0.045454543
15	0.7421875	0.5	0.030303031	0.05714286
16	0.765625	1.0	0.0625	0.11764706
17	0.6796875	inf	0.0	inf
18	0.6640625	0.5	0.023255814	0.04444444
19	0.6875	0.5	0.025	0.047619052
20	0.6328125	1.0	0.020833334	0.040816326
21	0.734375	1.0	0.028571429	0.055555552
22	0.65625	1.0	0.06382979	0.12
23	0.7734375	0.0	0.0	nan
24	0.7578125	1.0	0.0882353	0.16216217
25	0.6875	1.0	0.024390243	0.04761905
26	0.7421875	inf	0.0	inf
27	0.71875	1.0	0.027027028	0.05263158
28	0.7109375	inf	0.0	inf
29	0.6875	0.0	0.0	nan
30	0.640625	1.0	0.06122449	0.11538462
31	0.7421875	inf	0.0	inf
32	0.640625	1.0	0.021276595	0.041666664
33	0.734375	1.0	0.028571429	0.055555552
34	0.734375	1.0	0.08108108	0.15
35	0.6484375	inf	0.0	inf
36	0.6796875	1.0	0.023809524	0.046511628
37	0.6484375	0.5	0.022222223	0.042553194
38	0.71875	inf	0.0	inf
39	0.6484375	inf	0.0	inf
40	0.671875	1.0	0.023255814	0.045454543
41	0.7578125	1.0	0.03125	0.060606062
42	0.6484375	1.0	0.02173913	0.042553194
43	0.6953125	inf	0.0	inf
44	0.6875	1.0	0.024390243	0.04761905
45	0.6875	1.0	0.04761905	0.090909086
46	0.6640625	1.0	0.022727273	0.044444446
47	0.78125	1.0	0.03448276	0.06666667
48	0.671875	0.6666667	0.046511628	0.086956516
49	0.7578125	1.0	0.060606062	0.11428572
