	accuracy	precision	recall	f1
0	0.69140625	1.0	0.0125	0.024691356
1	0.6484375	1.0	0.010989011	0.021739129
2	0.6484375	1.0	0.02173913	0.042553194
3	0.6875	1.0	0.024390243	0.04761905
4	0.70703125	1.0	0.013157895	0.025974028
5	0.6796875	1.0	0.023809524	0.046511628
6	0.671875	0.6666667	0.023529412	0.045454547
7	0.65234375	inf	0.0	inf
8	0.6953125	1.0	0.012658228	0.025
9	0.6875	inf	0.0	inf
10	0.6796875	0.0	0.0	nan
11	0.71484375	1.0	0.026666667	0.051948056
12	0.71875	1.0	0.04	0.07692308
13	0.671875	0.75	0.034883723	0.06666667
14	0.703125	1.0	0.012987013	0.025641026
15	0.71484375	1.0	0.013513514	0.026666665
16	0.69140625	0.75	0.037037037	0.07058824
17	0.734375	1.0	0.014492754	0.028571429
18	0.65234375	1.0	0.011111111	0.021978023
19	0.70703125	inf	0.0	inf
20	0.69921875	1.0	0.012820513	0.025316456
21	0.67578125	0.0	0.0	nan
22	0.69140625	inf	0.0	inf
23	0.73828125	inf	0.0	inf
24	0.703125	1.0	0.025641026	0.049999997
25	0.734375	1.0	0.06849315	0.12820514
26	0.703125	1.0	0.012987013	0.025641026
27	0.65625	1.0	0.011235955	0.022222223
28	0.6640625	1.0	0.033707865	0.06521739
29	0.66015625	1.0	0.011363637	0.02247191
30	0.734375	1.0	0.028571429	0.055555552
31	0.6875	1.0	0.012345679	0.024390245
32	0.6953125	1.0	0.025	0.04878049
33	0.69140625	0.6666667	0.025	0.048192773
34	0.6875	0.6666667	0.024691358	0.047619052
35	0.703125	1.0	0.025641026	0.049999997
36	0.6875	inf	0.0	inf
37	0.71875	1.0	0.027027028	0.05263158
38	0.6953125	1.0	0.025	0.04878049
39	0.70703125	inf	0.0	inf
40	0.71875	inf	0.0	inf
41	0.66796875	inf	0.0	inf
42	0.67578125	0.6666667	0.023809524	0.04597701
43	0.68359375	1.0	0.0121951215	0.024096385
44	0.71875	inf	0.0	inf
45	0.7109375	1.0	0.013333334	0.02631579
46	0.7109375	1.0	0.02631579	0.051282052
47	0.69140625	1.0	0.07058824	0.13186814
48	0.65625	1.0	0.022222223	0.043478258
49	0.703125	1.0	0.025641026	0.049999997
