	accuracy	precision	recall	f1
0	0.25	0.2	0.33333334	0.25
1	0.75	0.0	inf	inf
2	0.25	0.25	0.25	0.25
3	0.625	0.33333334	0.5	0.4
4	0.75	0.8	0.8	0.8000001
5	0.375	0.2857143	1.0	0.44444448
6	0.625	0.5	1.0	0.6666667
7	0.75	0.8	0.8	0.8000001
8	0.75	0.5	0.5	0.5
9	0.5	0.2	1.0	0.3333333
10	0.625	0.5	0.33333334	0.4
11	0.25	0.2	0.33333334	0.25
12	0.75	0.6666667	0.6666667	0.6666667
13	0.625	0.5	0.33333334	0.4
14	0.5	0.5	0.25	0.33333334
15	0.625	0.25	1.0	0.4
16	0.375	0.25	0.33333334	0.28571427
17	0.5	0.25	0.5	0.33333334
18	0.75	0.75	0.75	0.75
19	0.75	0.5	0.5	0.5
20	0.5	0.0	0.0	nan
21	0.875	inf	0.0	inf
22	0.75	inf	0.0	inf
23	0.875	inf	0.0	inf
24	0.75	inf	0.0	inf
25	0.625	inf	0.0	inf
26	0.875	inf	0.0	inf
27	0.5	inf	0.0	inf
28	0.625	inf	0.0	inf
29	1.0	inf	inf	inf
30	0.875	inf	0.0	inf
31	0.875	inf	0.0	inf
32	0.5	inf	0.0	inf
33	0.875	inf	0.0	inf
34	0.75	inf	0.0	inf
35	0.625	inf	0.0	inf
36	0.75	inf	0.0	inf
37	0.375	inf	0.0	inf
38	0.375	inf	0.0	inf
39	0.875	inf	0.0	inf
40	0.75	inf	0.0	inf
41	0.875	inf	0.0	inf
42	0.625	inf	0.0	inf
43	0.875	inf	0.0	inf
44	0.75	inf	0.0	inf
45	0.625	inf	0.0	inf
46	0.625	inf	0.0	inf
47	0.625	inf	0.0	inf
48	0.5	inf	0.0	inf
49	0.375	inf	0.0	inf
