	accuracy	precision	recall	f1
0	0.34375	0.34375	1.0	0.5116279
1	0.21875	0.19354838	1.0	0.3243243
2	0.3125	0.3125	1.0	0.47619048
3	0.40625	0.41935483	0.9285714	0.57777774
4	0.28125	0.28125	1.0	0.4390244
5	0.34375	0.32258064	1.0	0.4878049
6	0.25	0.1724138	1.0	0.29411763
7	0.34375	0.32258064	1.0	0.4878049
8	0.34375	0.34375	1.0	0.5116279
9	0.125	0.1	0.75	0.1764706
10	0.3125	0.32258064	0.90909094	0.47619045
11	0.3125	0.32258064	0.90909094	0.47619045
12	0.34375	0.34375	1.0	0.5116279
13	0.40625	0.40625	1.0	0.5777778
14	0.40625	0.38709676	1.0	0.5581395
15	0.375	0.375	1.0	0.54545456
16	0.4375	0.41935483	1.0	0.59090906
17	0.375	0.375	1.0	0.54545456
18	0.25	0.22580644	1.0	0.36842105
19	0.4375	0.41935483	1.0	0.59090906
20	0.34375	0.32258064	1.0	0.4878049
21	0.21875	0.19354838	1.0	0.3243243
22	0.34375	0.32258064	1.0	0.4878049
23	0.3125	0.3125	1.0	0.47619048
24	0.46875	0.46875	1.0	0.63829786
25	0.4375	0.4375	1.0	0.6086956
26	0.25	0.25	1.0	0.4
27	0.3125	0.3125	1.0	0.47619048
28	0.40625	0.40625	1.0	0.5777778
29	0.28125	0.27586207	0.8	0.41025642
30	0.3125	0.29032257	1.0	0.45
31	0.40625	0.40625	1.0	0.5777778
32	0.46875	0.46875	1.0	0.63829786
33	0.40625	0.41935483	0.9285714	0.57777774
34	0.28125	0.2580645	1.0	0.4102564
35	0.375	0.375	1.0	0.54545456
36	0.25	0.23333333	0.875	0.36842105
37	0.1875	0.16129032	1.0	0.2777778
38	0.34375	0.3	1.0	0.4615385
39	0.125	0.125	1.0	0.22222222
40	0.46875	0.46875	1.0	0.63829786
41	0.3125	0.3125	1.0	0.47619048
42	0.34375	0.31034482	0.9	0.46153843
43	0.28125	0.29032257	0.9	0.4390244
44	0.25	0.25	1.0	0.4
45	0.28125	0.2580645	1.0	0.4102564
46	0.34375	0.32258064	1.0	0.4878049
47	0.375	0.3548387	1.0	0.5238095
48	0.375	0.4	0.85714287	0.54545456
49	0.5	0.5	1.0	0.6666667
