	accuracy	precision	recall	f1
0	0.0	0.0	inf	inf
1	0.5	0.5	1.0	0.6666667
2	0.125	0.125	1.0	0.22222222
3	0.375	0.375	1.0	0.54545456
4	0.125	0.125	1.0	0.22222222
5	0.375	0.375	1.0	0.54545456
6	0.25	0.25	1.0	0.4
7	0.375	0.375	1.0	0.54545456
8	0.125	0.125	1.0	0.22222222
9	0.375	0.375	1.0	0.54545456
10	0.375	0.375	1.0	0.54545456
11	0.125	0.14285715	0.5	0.22222224
12	0.75	0.75	1.0	0.85714287
13	0.625	0.625	1.0	0.7692308
14	0.25	0.25	1.0	0.4
15	0.25	0.25	1.0	0.4
16	0.25	0.25	1.0	0.4
17	0.5	0.5	1.0	0.6666667
18	0.375	0.375	1.0	0.54545456
19	0.25	0.25	1.0	0.4
20	0.5	0.5	1.0	0.6666667
21	0.125	0.125	1.0	0.22222222
22	0.375	0.42857143	0.75	0.5454545
23	0.375	0.375	1.0	0.54545456
24	0.5	0.5	1.0	0.6666667
25	0.25	0.25	1.0	0.4
26	0.25	0.25	1.0	0.4
27	0.375	0.375	1.0	0.54545456
28	0.125	0.125	1.0	0.22222222
29	0.25	0.25	1.0	0.4
30	0.25	0.25	1.0	0.4
31	0.25	0.25	1.0	0.4
32	0.375	0.375	1.0	0.54545456
33	0.25	0.25	1.0	0.4
34	0.25	0.25	1.0	0.4
35	0.375	0.375	1.0	0.54545456
36	0.875	0.875	1.0	0.93333334
37	0.625	0.71428573	0.8333333	0.7692307
38	0.25	0.25	1.0	0.4
39	0.25	0.25	1.0	0.4
40	0.25	0.25	1.0	0.4
41	0.375	0.375	1.0	0.54545456
42	0.875	0.875	1.0	0.93333334
43	0.625	0.625	1.0	0.7692308
44	0.125	0.125	1.0	0.22222222
45	0.375	0.375	1.0	0.54545456
46	0.625	0.625	1.0	0.7692308
47	0.625	0.625	1.0	0.7692308
48	0.375	0.375	1.0	0.54545456
49	0.25	0.25	1.0	0.4
