	accuracy	precision	recall	f1
0	0.40625	0.40625	1.0	0.5777778
1	0.28125	0.28125	1.0	0.4390244
2	0.296875	0.296875	1.0	0.45783132
3	0.28125	0.28125	1.0	0.4390244
4	0.34375	0.34375	1.0	0.5116279
5	0.359375	0.359375	1.0	0.52873564
6	0.40625	0.40625	1.0	0.5777778
7	0.3125	0.3125	1.0	0.47619048
8	0.34375	0.34375	1.0	0.5116279
9	0.234375	0.234375	1.0	0.37974682
10	0.421875	0.421875	1.0	0.5934066
11	0.265625	0.265625	1.0	0.41975307
12	0.265625	0.265625	1.0	0.41975307
13	0.3125	0.3125	1.0	0.47619048
14	0.28125	0.28125	1.0	0.4390244
15	0.375	0.375	1.0	0.54545456
16	0.265625	0.265625	1.0	0.41975307
17	0.375	0.375	1.0	0.54545456
18	0.328125	0.328125	1.0	0.49411765
19	0.265625	0.265625	1.0	0.41975307
20	0.25	0.25	1.0	0.4
21	0.25	0.25	1.0	0.4
22	0.265625	0.265625	1.0	0.41975307
23	0.234375	0.234375	1.0	0.37974682
24	0.296875	0.296875	1.0	0.45783132
25	0.203125	0.203125	1.0	0.33766234
26	0.359375	0.359375	1.0	0.52873564
27	0.359375	0.359375	1.0	0.52873564
28	0.328125	0.328125	1.0	0.49411765
29	0.34375	0.34375	1.0	0.5116279
30	0.390625	0.390625	1.0	0.56179774
31	0.328125	0.328125	1.0	0.49411765
32	0.375	0.375	1.0	0.54545456
33	0.265625	0.265625	1.0	0.41975307
34	0.265625	0.265625	1.0	0.41975307
35	0.21875	0.21875	1.0	0.35897437
36	0.34375	0.34375	1.0	0.5116279
37	0.359375	0.359375	1.0	0.52873564
38	0.328125	0.328125	1.0	0.49411765
39	0.390625	0.390625	1.0	0.56179774
40	0.265625	0.265625	1.0	0.41975307
41	0.34375	0.34375	1.0	0.5116279
42	0.328125	0.328125	1.0	0.49411765
43	0.359375	0.359375	1.0	0.52873564
44	0.296875	0.296875	1.0	0.45783132
45	0.28125	0.28125	1.0	0.4390244
46	0.34375	0.34375	1.0	0.5116279
47	0.3125	0.3125	1.0	0.47619048
48	0.484375	0.484375	1.0	0.6526316
49	0.25	0.25	1.0	0.4
