	accuracy	precision	recall	f1
0	0.703125	0.16666667	0.029411765	0.05
1	0.625	0.2	0.04761905	0.07692308
2	0.59375	0.0	0.0	nan
3	0.640625	0.11111111	0.025641026	0.041666664
4	0.6640625	0.2	0.054054055	0.08510638
5	0.7265625	0.33333334	0.09375	0.14634146
6	0.609375	0.16666667	0.02173913	0.03846154
7	0.609375	0.0	0.0	nan
8	0.6484375	0.5	0.08888889	0.1509434
9	0.71875	0.27272728	0.09677419	0.14285715
10	0.65625	0.0	0.0	nan
11	0.625	0.1	0.025	0.040000003
12	0.5703125	0.35714287	0.09803922	0.15384616
13	0.6640625	0.16666667	0.057142857	0.08510639
14	0.59375	0.11111111	0.022222223	0.037037037
15	0.65625	0.16666667	0.025	0.04347826
16	0.7265625	0.5	0.08571429	0.14634147
17	0.5703125	0.11111111	0.020833334	0.03508772
18	0.6875	0.36363637	0.10810811	0.16666667
19	0.6328125	0.0	0.0	nan
20	0.609375	0.11111111	0.023255814	0.03846154
21	0.7265625	0.2857143	0.0625	0.102564104
22	0.7265625	0.2857143	0.0625	0.102564104
23	0.65625	0.33333334	0.07317073	0.12
24	0.65625	0.14285715	0.025641026	0.04347826
25	0.7109375	0.2	0.029411765	0.051282052
26	0.6875	0.07692308	0.03448276	0.047619052
27	0.625	0.0	0.0	nan
28	0.6015625	0.22222222	0.04347826	0.07272727
29	0.59375	0.36363637	0.08163265	0.13333334
30	0.65625	0.36363637	0.09756097	0.15384614
31	0.625	0.0	0.0	nan
32	0.6640625	0.09090909	0.029411765	0.044444446
33	0.65625	0.25	0.023809524	0.04347826
34	0.6171875	0.6	0.06	0.10909091
35	0.6484375	0.2857143	0.04761905	0.08163265
36	0.703125	0.0	0.0	nan
37	0.6484375	0.125	0.025641026	0.042553194
38	0.640625	0.16666667	0.023809524	0.041666668
39	0.6640625	0.0	0.0	nan
40	0.71875	0.27272728	0.09677419	0.14285715
41	0.6796875	0.36363637	0.10526316	0.1632653
42	0.7265625	0.4	0.05882353	0.102564104
43	0.6796875	0.25	0.054054055	0.08888889
44	0.7109375	0.125	0.032258064	0.05128205
45	0.6484375	0.3	0.07317073	0.11764706
46	0.6484375	0.33333334	0.022727273	0.04255319
47	0.6640625	0.6666667	0.08888889	0.15686275
48	0.6640625	0.125	0.027027028	0.044444446
49	0.5625	0.1	0.020833334	0.03448276
