	accuracy	precision	recall	f1
0	0.1875	0.1875	1.0	0.31578946
1	0.0625	0.0625	1.0	0.11764706
2	0.3125	0.3125	1.0	0.47619048
3	0.5	0.5	1.0	0.6666667
4	0.375	0.375	1.0	0.54545456
5	0.5625	0.5714286	0.8888889	0.6956522
6	0.1875	0.2	0.75	0.3157895
7	0.3125	0.26666668	1.0	0.42105266
8	0.3125	0.25	0.6	0.3529412
9	0.25	0.2	1.0	0.3333333
10	0.25	0.26666668	0.8	0.4
11	0.3125	0.3125	1.0	0.47619048
12	0.3125	0.26666668	1.0	0.42105266
13	0.375	0.23076923	1.0	0.375
14	0.625	0.6	1.0	0.75
15	0.4375	0.46153846	0.75	0.5714286
16	0.5	0.46666667	1.0	0.6363636
17	0.375	0.375	1.0	0.54545456
18	0.375	0.35714287	0.8333333	0.5
19	0.375	0.4	0.85714287	0.54545456
20	0.25	0.2	1.0	0.3333333
21	0.1875	0.2	0.75	0.3157895
22	0.375	0.375	1.0	0.54545456
23	0.4375	0.4	1.0	0.5714286
24	0.3125	0.3125	1.0	0.47619048
25	0.3125	0.26666668	1.0	0.42105266
26	0.5	0.46666667	1.0	0.6363636
27	0.25	0.26666668	0.8	0.4
28	0.25	0.25	1.0	0.4
29	0.375	0.4	0.85714287	0.54545456
30	0.125	0.125	1.0	0.22222222
31	0.5	0.5	1.0	0.6666667
32	0.3125	0.26666668	1.0	0.42105266
33	0.3125	0.26666668	1.0	0.42105266
34	0.25	0.2	1.0	0.3333333
35	0.4375	0.4375	1.0	0.6086956
36	0.4375	0.4375	1.0	0.6086956
37	0.4375	0.4	1.0	0.5714286
38	0.375	0.375	1.0	0.54545456
39	0.5	0.3846154	1.0	0.5555555
40	0.4375	0.4375	1.0	0.6086956
41	0.0625	0.06666667	0.5	0.11764707
42	0.25	0.21428572	0.75	0.3333333
43	0.3125	0.3125	1.0	0.47619048
44	0.4375	0.4375	1.0	0.6086956
45	0.5625	0.5625	1.0	0.72
46	0.3125	0.26666668	1.0	0.42105266
47	0.125	0.071428575	0.5	0.125
48	0.3125	0.3125	1.0	0.47619048
49	0.25	0.2	1.0	0.3333333
