	accuracy	precision	recall	f1
0	0.1875	0.1875	1.0	0.31578946
1	0.28125	0.28125	1.0	0.4390244
2	0.28125	0.29032257	0.9	0.4390244
3	0.3125	0.3	0.9	0.45
4	0.15625	0.16666667	0.71428573	0.2702703
5	0.21875	0.19354838	1.0	0.3243243
6	0.25	0.23333333	0.875	0.36842105
7	0.28125	0.29032257	0.9	0.4390244
8	0.34375	0.3548387	0.9166667	0.5116279
9	0.28125	0.28125	1.0	0.4390244
10	0.25	0.25	1.0	0.4
11	0.21875	0.21875	1.0	0.35897437
12	0.34375	0.34375	1.0	0.5116279
13	0.28125	0.29032257	0.9	0.4390244
14	0.375	0.375	1.0	0.54545456
15	0.5	0.48387095	1.0	0.6521739
16	0.46875	0.46875	1.0	0.63829786
17	0.34375	0.34375	1.0	0.5116279
18	0.25	0.23333333	0.875	0.36842105
19	0.21875	0.19354838	1.0	0.3243243
20	0.28125	0.28125	1.0	0.4390244
21	0.3125	0.3125	1.0	0.47619048
22	0.21875	0.21875	1.0	0.35897437
23	0.5625	0.58064514	0.94736844	0.71999997
24	0.3125	0.3125	1.0	0.47619048
25	0.34375	0.3548387	0.9166667	0.5116279
26	0.375	0.375	1.0	0.54545456
27	0.40625	0.4	0.9230769	0.5581395
28	0.375	0.38709676	0.9230769	0.5454545
29	0.3125	0.32258064	0.90909094	0.47619045
30	0.34375	0.3548387	0.9166667	0.5116279
31	0.15625	0.16129032	0.8333333	0.27027026
32	0.25	0.25	1.0	0.4
33	0.375	0.375	1.0	0.54545456
34	0.40625	0.40625	1.0	0.5777778
35	0.34375	0.3548387	0.9166667	0.5116279
36	0.3125	0.3125	1.0	0.47619048
37	0.375	0.38709676	0.9230769	0.5454545
38	0.65625	0.65625	1.0	0.7924528
39	0.28125	0.20689656	1.0	0.34285715
40	0.375	0.375	1.0	0.54545456
41	0.4375	0.4375	1.0	0.6086956
42	0.3125	0.3125	1.0	0.47619048
43	0.34375	0.36666667	0.84615386	0.5116279
44	0.3125	0.32258064	0.90909094	0.47619045
45	0.3125	0.31034482	0.8181818	0.44999993
46	0.25	0.2580645	0.8888889	0.4
47	0.375	0.38709676	0.9230769	0.5454545
48	0.5625	0.5483871	1.0	0.7083334
49	0.375	0.375	1.0	0.54545456
