	accuracy	precision	recall	f1
0	0.375	0.375	1.0	0.54545456
1	0.125	0.125	1.0	0.22222222
2	0.3125	0.33333334	0.8333333	0.4761905
3	0.3125	0.3125	1.0	0.47619048
4	0.5	0.5	1.0	0.6666667
5	0.25	0.25	1.0	0.4
6	0.1875	0.1875	1.0	0.31578946
7	0.375	0.375	1.0	0.54545456
8	0.3125	0.3125	1.0	0.47619048
9	0.3125	0.3125	1.0	0.47619048
10	0.375	0.375	1.0	0.54545456
11	0.25	0.25	1.0	0.4
12	0.4375	0.4375	1.0	0.6086956
13	0.3125	0.33333334	0.8333333	0.4761905
14	0.25	0.25	1.0	0.4
15	0.3125	0.3125	1.0	0.47619048
16	0.375	0.375	1.0	0.54545456
17	0.625	0.625	1.0	0.7692308
18	0.375	0.375	1.0	0.54545456
19	0.1875	0.1875	1.0	0.31578946
20	0.3125	0.3125	1.0	0.47619048
21	0.375	0.375	1.0	0.54545456
22	0.3125	0.3125	1.0	0.47619048
23	0.3125	0.3125	1.0	0.47619048
24	0.1875	0.1875	1.0	0.31578946
25	0.25	0.25	1.0	0.4
26	0.3125	0.3125	1.0	0.47619048
27	0.3125	0.3125	1.0	0.47619048
28	0.1875	0.1875	1.0	0.31578946
29	0.375	0.375	1.0	0.54545456
30	0.1875	0.2	0.75	0.3157895
31	0.125	0.125	1.0	0.22222222
32	0.5	0.5	1.0	0.6666667
33	0.3125	0.3125	1.0	0.47619048
34	0.375	0.375	1.0	0.54545456
35	0.1875	0.1875	1.0	0.31578946
36	0.1875	0.1875	1.0	0.31578946
37	0.4375	0.4375	1.0	0.6086956
38	0.1875	0.1875	1.0	0.31578946
39	0.1875	0.1875	1.0	0.31578946
40	0.4375	0.4375	1.0	0.6086956
41	0.25	0.25	1.0	0.4
42	0.3125	0.3125	1.0	0.47619048
43	0.4375	0.4375	1.0	0.6086956
44	0.25	0.25	1.0	0.4
45	0.25	0.25	1.0	0.4
46	0.3125	0.3125	1.0	0.47619048
47	0.375	0.375	1.0	0.54545456
48	0.3125	0.3125	1.0	0.47619048
49	0.3125	0.3125	1.0	0.47619048
