	accuracy	precision	recall	f1
0	0.375	0.375	1.0	0.54545456
1	0.3125	0.3125	1.0	0.47619048
2	0.125	0.125	1.0	0.22222222
3	0.1875	0.1875	1.0	0.31578946
4	0.5625	0.5625	1.0	0.72
5	0.4375	0.4375	1.0	0.6086956
6	0.3125	0.3125	1.0	0.47619048
7	0.25	0.25	1.0	0.4
8	0.3125	0.3125	1.0	0.47619048
9	0.4375	0.4375	1.0	0.6086956
10	0.3125	0.3125	1.0	0.47619048
11	0.3125	0.3125	1.0	0.47619048
12	0.4375	0.4375	1.0	0.6086956
13	0.5	0.5	1.0	0.6666667
14	0.3125	0.3125	1.0	0.47619048
15	0.125	0.125	1.0	0.22222222
16	0.375	0.375	1.0	0.54545456
17	0.3125	0.3125	1.0	0.47619048
18	0.5625	0.5625	1.0	0.72
19	0.25	0.25	1.0	0.4
20	0.3125	0.3125	1.0	0.47619048
21	0.5	0.5	1.0	0.6666667
22	0.125	0.125	1.0	0.22222222
23	0.4375	0.4375	1.0	0.6086956
24	0.375	0.375	1.0	0.54545456
25	0.1875	0.1875	1.0	0.31578946
26	0.5625	0.5625	1.0	0.72
27	0.1875	0.1875	1.0	0.31578946
28	0.4375	0.4375	1.0	0.6086956
29	0.3125	0.3125	1.0	0.47619048
30	0.25	0.25	1.0	0.4
31	0.1875	0.1875	1.0	0.31578946
32	0.25	0.25	1.0	0.4
33	0.125	0.125	1.0	0.22222222
34	0.3125	0.3125	1.0	0.47619048
35	0.1875	0.1875	1.0	0.31578946
36	0.3125	0.3125	1.0	0.47619048
37	0.0625	0.0625	1.0	0.11764706
38	0.1875	0.1875	1.0	0.31578946
39	0.3125	0.3125	1.0	0.47619048
40	0.1875	0.1875	1.0	0.31578946
41	0.0625	0.0625	1.0	0.11764706
42	0.3125	0.3125	1.0	0.47619048
43	0.3125	0.3125	1.0	0.47619048
44	0.1875	0.1875	1.0	0.31578946
45	0.4375	0.4375	1.0	0.6086956
46	0.1875	0.1875	1.0	0.31578946
47	0.3125	0.3125	1.0	0.47619048
48	0.4375	0.4375	1.0	0.6086956
49	0.1875	0.1875	1.0	0.31578946
