	accuracy	precision	recall	f1
0	0.3125	0.3125	1.0	0.47619048
1	0.25	0.2580645	0.8888889	0.4
2	0.21875	0.21875	1.0	0.35897437
3	0.15625	0.16129032	0.8333333	0.27027026
4	0.25	0.25	1.0	0.4
5	0.46875	0.46875	1.0	0.63829786
6	0.375	0.375	1.0	0.54545456
7	0.4375	0.4375	1.0	0.6086956
8	0.3125	0.3125	1.0	0.47619048
9	0.15625	0.15625	1.0	0.27027026
10	0.4375	0.4375	1.0	0.6086956
11	0.25	0.25	1.0	0.4
12	0.375	0.375	1.0	0.54545456
13	0.25	0.25	1.0	0.4
14	0.5	0.5	1.0	0.6666667
15	0.28125	0.28125	1.0	0.4390244
16	0.15625	0.15625	1.0	0.27027026
17	0.40625	0.40625	1.0	0.5777778
18	0.28125	0.28125	1.0	0.4390244
19	0.21875	0.21875	1.0	0.35897437
20	0.3125	0.3125	1.0	0.47619048
21	0.34375	0.34375	1.0	0.5116279
22	0.34375	0.34375	1.0	0.5116279
23	0.1875	0.1875	1.0	0.31578946
24	0.21875	0.21875	1.0	0.35897437
25	0.28125	0.28125	1.0	0.4390244
26	0.28125	0.28125	1.0	0.4390244
27	0.375	0.38709676	0.9230769	0.5454545
28	0.25	0.25	1.0	0.4
29	0.34375	0.34375	1.0	0.5116279
30	0.3125	0.3125	1.0	0.47619048
31	0.15625	0.15625	1.0	0.27027026
32	0.3125	0.3125	1.0	0.47619048
33	0.375	0.375	1.0	0.54545456
34	0.21875	0.21875	1.0	0.35897437
35	0.4375	0.4375	1.0	0.6086956
36	0.40625	0.40625	1.0	0.5777778
37	0.46875	0.46875	1.0	0.63829786
38	0.375	0.375	1.0	0.54545456
39	0.34375	0.34375	1.0	0.5116279
40	0.3125	0.3125	1.0	0.47619048
41	0.3125	0.3125	1.0	0.47619048
42	0.28125	0.28125	1.0	0.4390244
43	0.375	0.375	1.0	0.54545456
44	0.28125	0.28125	1.0	0.4390244
45	0.34375	0.34375	1.0	0.5116279
46	0.25	0.25	1.0	0.4
47	0.21875	0.21875	1.0	0.35897437
48	0.28125	0.28125	1.0	0.4390244
49	0.1875	0.1875	1.0	0.31578946
